"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02199V02655","Sex","C04283V05060","Education Attainment Level","C02076V02508","Age Group","UNIT","VALUE"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","51.8"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%","39.8"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","54.8"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%","51.5"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%","53.2"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","53.7"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","58.9"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","58"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","54.5"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","45.5"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","72"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","61.2"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","74.6"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","77.1"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","78.7"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","78.8"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","77"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","77.9"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","74.9"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","70.5"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","55.7"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","-","All ages","%","85"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","78.9"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","87.3"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","87.9"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","87.9"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","87.8"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","88.3"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","88.1"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","87.6"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","79.2"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","59.3"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","-","All ages","%","71.1"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","410","25 - 29 years","%","75.6"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","4251","25 - 54 years","%","75.2"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","440","30 - 34 years","%","71.3"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","460","35 - 39 years","%","80.6"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","475","40 - 44 years","%","72.4"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","495","45 - 49 years","%","78.5"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","515","50 - 54 years","%","72.8"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","530","55 - 59 years","%","67.5"
"QLF50C01","Employment rate","20192","2019Q2","-","Both sexes","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","-","All ages","%","81"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","63.6"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","84.2"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","86.6"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","88.5"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","89.3"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","86.7"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","85.4"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","84.9"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","77.6"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","60.7"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","63.6"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","67.6"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%","69.2"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%","67.2"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","66.2"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","68.6"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","72.1"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","67.6"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","55.7"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","80.1"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","62.4"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","82.2"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","86.7"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","88.3"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","89.6"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","85.7"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","87.1"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","86.3"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","79.7"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","65"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","40","Tertiary education (Levels 5-8)","-","All ages","%","89.9"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","77.6"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","91.7"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","93.2"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","93.8"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","94.1"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","93.6"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","92.4"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","93.3"
"QLF50C01","Employment rate","20192","2019Q2","1","Male","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","85.1"
